# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ns per call = client process CPU (or wall) per round / calls in the round
file	transport	cell	dir	inflight	rounds	cpu_median_ns	cpu_min_ns	cpu_max_ns	wall_median_ns	wall_min_ns	wall_max_ns
rpc-pinned	pinned	C-retain	b	1	12	1085916.7	1038625.0	1196625.0	3204337.5	2903899.1	3636995.5
rpc-pinned	pinned	C-drop	b	1	12	1133562.5	1045458.3	1202791.7	3341502.1	2996789.9	4010493.8
rpc-pinned	pinned	D-retain	b	1	12	1153895.8	1016416.7	1410125.0	3293033.4	2786199.2	3933730.9
rpc-pinned	pinned	D-drop	b	1	12	1146145.8	970416.7	1233375.0	3316749.7	2742007.0	3947448.8
rpc-pinned	pinned	A	b	8	12	1960104.2	1785833.3	2165958.3	2184688.9	1995222.2	2601302.0
rpc-pinned	pinned	B	b	8	12	1174875.0	1102375.0	1337333.3	1916671.5	1737794.0	2880570.5
rpc-pinned	pinned	C-retain	b	8	12	1070000.0	961208.3	1132333.3	1892068.8	1568521.2	2223184.2
rpc-pinned	pinned	C-drop	b	8	12	1079541.7	1002625.0	1340416.7	1890020.9	1679604.2	2044820.0
rpc-pinned	pinned	D-retain	b	8	12	1127687.5	1024416.7	1557375.0	1882487.2	1662768.7	2745216.9
rpc-pinned	pinned	D-drop	b	8	12	1033375.0	998958.3	1253000.0	1926974.6	1552818.2	2194962.8
rpc-pinned	pinned	A	b	16	12	2031265.6	1771156.2	2572125.0	2153472.1	1826646.5	2646076.2
rpc-pinned	pinned	B	b	16	12	1342593.8	1194968.8	1466687.5	1918071.9	1754365.3	2236089.9
rpc-pinned	pinned	C-retain	b	16	12	1151640.6	1064437.5	1240781.2	1917276.8	1623266.2	2106542.5
rpc-pinned	pinned	C-drop	b	16	12	1312171.9	1089750.0	1629125.0	1991419.2	1868532.7	2349386.8
rpc-pinned	pinned	D-retain	b	16	12	1287359.4	1187656.2	1767843.8	1945753.0	1661925.5	2392711.1
rpc-pinned	pinned	D-drop	b	16	12	1284875.0	1060781.2	1663562.5	1882043.4	1647941.1	2375772.3
rpc-shipped-nounk	shipped	A	a	1	12	2356583.3	2154916.7	2502083.3	2735916.1	2442979.8	3371215.2
rpc-shipped-nounk	shipped	B	a	1	12	2053395.8	1693958.3	2200250.0	2369962.5	1920619.7	2919294.3
rpc-shipped-nounk	shipped	C-nounk	a	1	12	2695500.0	2428750.0	3513458.3	3041407.0	2736031.0	4464868.7
rpc-shipped-nounk	shipped	D-nounk	a	1	12	2666020.8	2139875.0	3084833.3	2990774.7	2372984.3	3776354.8
rpc-shipped-nounk	shipped	A	a	8	12	2878854.2	2418291.7	3168583.3	2906366.5	2488036.8	3337584.3
rpc-shipped-nounk	shipped	B	a	8	12	2783520.8	2404791.7	3099875.0	2839956.4	2500736.2	3769800.7
rpc-shipped-nounk	shipped	C-nounk	a	8	12	3622229.2	2884500.0	3818250.0	3661896.4	3017154.0	3934033.8
rpc-shipped-nounk	shipped	D-nounk	a	8	12	3613875.0	3144416.7	3999750.0	3736223.0	3245196.5	4182620.6
rpc-shipped-nounk	shipped	A	a	16	12	3131156.2	2624125.0	3329875.0	3279444.1	2667498.7	4529572.4
rpc-shipped-nounk	shipped	B	a	16	12	2991625.0	2475718.8	3350281.2	3156444.3	2615610.4	3449373.1
rpc-shipped-nounk	shipped	C-nounk	a	16	12	3715109.4	3093656.2	4209437.5	3915232.2	3164820.2	4682087.5
rpc-shipped-nounk	shipped	D-nounk	a	16	12	3730093.8	3043000.0	3949718.8	3890113.0	3085504.5	4389515.4
rpc-shipped-nounk	shipped	A	b	1	12	1887104.2	1793916.7	2106833.3	4467072.5	4140377.8	5228691.2
rpc-shipped-nounk	shipped	B	b	1	12	1219458.3	1162250.0	1298958.3	3644193.1	3452872.6	4690752.1
rpc-shipped-nounk	shipped	C-nounk	b	1	12	1082770.8	1018041.7	1125625.0	3602934.1	3305061.0	3924604.9
rpc-shipped-nounk	shipped	D-nounk	b	1	12	1160229.2	1115416.7	1262875.0	3605734.4	3454788.5	4107254.9
rpc-shipped-nounk	shipped	A	b	8	12	1961333.3	1805541.7	2111916.7	2398494.0	2230565.5	2840764.3
rpc-shipped-nounk	shipped	B	b	8	12	1349104.2	1265000.0	1630666.7	2439006.4	2075532.6	2888965.7
rpc-shipped-nounk	shipped	C-nounk	b	8	12	1178479.2	1108500.0	1312458.3	2279417.7	2024283.9	3220435.5
rpc-shipped-nounk	shipped	D-nounk	b	8	12	1256791.7	1049250.0	1445291.7	2232547.4	1910903.4	2887043.2
rpc-shipped-nounk	shipped	A	b	16	12	2134406.2	1982375.0	2430187.5	2512607.6	2223745.1	3060924.9
rpc-shipped-nounk	shipped	B	b	16	12	1416531.2	1262656.2	1517125.0	2605728.0	2239551.6	2950834.9
