# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ratios of per-case medians inside one process (and, *_min, of per-case minima); < 1 means fewer CPU ns than the denominator; empty = arm not run
file	input	dir	mode	incumbent_prod_median_ns	armonik/inc	core-native/inc	core-ffi/inc	core-ffi-pull/inc	core-ffi/core-native	core-native/inc_min	core-ffi/inc_min
codec-nounk-P	P2.2	decode-nodrop	no-unknown	1176174.4	0.989	0.856	0.978		1.142	1.011	1.022
codec-nounk-P	P3.1	encode	no-unknown	22470.2	1.020	0.163	0.281		1.722	0.159	0.283
codec-nounk-P	P2.3	decode	no-unknown	1210564.0	1.033	0.954	0.777	0.744	0.814	0.954	0.792
codec-nounk-P	P2.2/wide	decode	no-unknown	2126877.9	1.015	0.928	1.056	1.047	1.138	0.876	1.002
codec-nounk-P	P5.1	decode	no-unknown	100.1	0.895	0.896	0.867	0.938	0.967	0.904	0.876
codec-nounk-P	P1.1	encode	no-unknown	1242.5	1.054	0.164	0.253		1.547	0.164	0.244
codec-nounk-P	P5.1	encode	no-unknown	70.2	0.975	0.245	0.412		1.681	0.248	0.418
codec-nounk-P	P2.2	decode-read	no-unknown	1519910.4	0.989	0.877	0.988	0.980	1.126	0.873	0.989
codec-nounk-P	P2.1	decode-read	no-unknown	2427.9	0.990	0.818	0.919	0.927	1.124	0.818	0.916
codec-nounk-P	P2.3	decode-read	no-unknown	1313146.2	1.014	0.929	0.786	0.776	0.846	0.922	0.788
codec-nounk-P	P2.5	encode	no-unknown	27700.7	1.003	0.198	0.323		1.634	0.196	0.321
codec-nounk-P	P1.2/wide	decode-read	no-unknown	735623.9	0.956	0.854	0.881	0.895	1.031	0.861	0.909
codec-nounk-P	P7.1	decode-read	no-unknown	354.1	0.940	0.708	0.860	0.948	1.214	0.716	0.887
codec-nounk-P	P2.2/latin1	encode	no-unknown	942541.7	1.032	0.245	0.327		1.336	0.261	0.345
codec-nounk-U	U-wire-ListTaskSummaryResponse-tasks-as-wt1	decode-read	no-unknown						1.035		
codec-nounk-U	U-wire-ListMetricsResponse-batches-as-wt5	encode	no-unknown						1.168		
codec-nounk-U	U-nested-u-varint	encode	no-unknown	271.6	1.027	0.167	0.310		1.849	0.167	0.294
codec-nounk-U	U-oneof-member-after-known	decode	no-unknown	127.7	1.005	0.734	0.811	0.886	1.104	0.731	0.803
codec-nounk-U	U-wire-ListResultsResponse-results-as-wt1	decode-read	no-unknown						0.934		
codec-nounk-U	U-wire-ListTasksDetailedResponse-tasks-as-wt1	decode-read	no-unknown						1.267		
codec-nounk-U	U-wire-ListMetricsResponse-batches-as-wt0	decode-read	no-unknown						0.791		
codec-nounk-U	U-wire-ListResultsResponse-page-as-wt5	decode-read	no-unknown						0.952		
codec-nounk-U	U-nested-u-repeated	encode	no-unknown	283.8	1.091	0.163	0.309		1.898	0.165	0.302
codec-nounk-U	U-wire-ListProbeResponse-probes-as-wt0	decode-read	no-unknown						1.031		
codec-nounk-U	U-nested-u-packed	decode-read	no-unknown	364.2	1.058	0.867	0.869	0.897	1.003	0.933	0.968
codec-nounk-U	U-enum-value-127	decode	no-unknown	84.7	1.508	1.286	1.468	1.564	1.142	1.344	1.345
codec-nounk-U	U-element-u-varint	encode	no-unknown	1596.5	0.984	0.185	0.324		1.750	0.180	0.336
codec-nounk-U	U-enum-value-127	encode	no-unknown	57.5	1.054	0.279	0.567		2.032	0.280	0.578
codec-nounk-U	U-root-u-fixed32	decode-read	no-unknown	650.5	1.044	0.868	0.839	0.859	0.966	0.891	0.847
codec-nounk-U	U-nested-all	decode-read	no-unknown	389.8	1.026	0.782	0.779	0.795	0.996	0.789	0.784
codec-nounk-U	U-leaf-u-fixed32	decode	no-unknown	303.7	1.034	0.850	0.850	0.865	1.000	0.844	0.841
codec-nounk-U	U-wire-ListMetricsResponse-batches-as-wt5	decode-read	no-unknown						0.866		
codec-nounk-U	U-element-u-len	decode	no-unknown	2128.3	0.979	0.777	0.927	0.919	1.192	0.776	0.909
codec-nounk-U	U-oneof-u-repeated	decode	no-unknown	109.3	1.041	0.698	0.768	0.838	1.100	0.694	0.772
codec-nounk-U	U-element-u-repeated	decode-read	no-unknown	1581.5	1.020	0.814	1.062	1.073	1.304	0.768	1.032
codec-nounk-U	U-element-u-msg	decode-read	no-unknown	1781.9	0.991	0.797	0.917	0.928	1.151	0.799	0.912
codec-nounk-U	U-nested-before	decode-read	no-unknown	369.9	1.077	0.821	0.838	0.840	1.020	0.804	0.821
codec-nounk-U	U-wire-ListTasksDetailedResponse-page-as-wt2	decode	no-unknown						1.145		
codec-nounk-U	U-root-group	decode-read	no-unknown	671.7	1.075	0.836	0.819	0.845	0.979	0.835	0.820
codec-nounk-U	U-wire-ListTaskSummaryResponse-tasks-as-wt1	decode	no-unknown						1.016		
codec-nounk-U	U-wire-ListTasksDetailedResponse-page-as-wt1	decode	no-unknown						1.260		
codec-nounk-U	U-wire-ListTasksDetailedResponse-page-as-wt5	decode-read	no-unknown						1.275		
codec-nounk-U	U-wire-ListTasksDetailedResponse-page-as-wt1	encode	no-unknown						1.625		
codec-nounk-U	U-wire-UploadResultDataMessage-upload-as-wt1	encode	no-unknown						1.687		
codec-nounk-U	U-root-interleaved	encode	no-unknown	629.4	1.022	0.155	0.248		1.595	0.156	0.246
codec-nounk-U	U-root-u-fixed32	decode	no-unknown	613.2	1.061	0.844	0.823	0.842	0.975	0.856	0.814
codec-nounk-U	U-element-u-fixed64	encode	no-unknown	1352.8	0.995	0.183	0.320		1.748	0.184	0.320
codec-nounk-U	U-element-u-varint	decode-read	no-unknown	2188.4	0.997	0.791	0.916	0.925	1.158	0.792	0.906
codec-nounk-U	U-element-u-msg	decode	no-unknown	2128.1	0.974	0.779	0.905	0.912	1.162	0.781	0.905
