# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ratios of per-case medians inside one process (and, *_min, of per-case minima); < 1 means fewer CPU ns than the denominator; empty = arm not run
file	input	dir	mode	incumbent_prod_median_ns	armonik/inc	core-native/inc	core-ffi/inc	core-ffi-pull/inc	core-ffi/core-native	core-native/inc_min	core-ffi/inc_min
codec-U	U-root-u-len	decode	retain	475.7	1.055	1.184	1.956	2.017	1.652	1.186	1.927
codec-U	U-root-u-varint	decode	drop	618.7	1.128	0.834	1.023	1.440	1.227	0.821	1.019
codec-U	U-root-u-varint	decode	retain	618.7	1.128	0.822	1.513	1.505	1.840	0.803	1.513
codec-U	U-nested-u-msg	decode-read	drop	304.9	1.055	0.648	1.369	1.625	2.111	0.648	1.348
codec-U	U-nested-u-msg	decode-read	retain	304.9	1.055	0.900	1.419	1.624	1.576	0.909	1.416
codec-U	U-root-group	decode-read	drop	674.8	1.050	0.690	1.343	1.301	1.945	0.674	1.326
codec-U	U-root-group	decode-read	retain	674.8	1.050	0.784	1.498	1.097	1.911	0.792	1.484
codec-U	U-wire-ListProbeResponse-probes-as-wt1	decode-read	drop						1.634		
codec-U	U-wire-ListProbeResponse-probes-as-wt1	decode-read	retain						1.319		
codec-U	U-oneof-u-fixed64	decode-read	drop	133.7	0.989	0.729	0.947	1.268	1.298	0.733	0.947
codec-U	U-oneof-u-fixed64	decode-read	retain	133.7	0.989	0.915	1.632	1.664	1.784	0.908	1.638
codec-U	U-oneof-all	encode	drop	112.9	1.002	0.198	0.429		2.172	0.200	0.440
codec-U	U-oneof-all	encode	retain	112.9	1.002	0.250	0.372		1.491	0.256	0.389
codec-U	U-element-u-fixed32	encode	drop	1173.0	1.068	0.214	0.413		1.928	0.215	0.417
codec-U	U-element-u-fixed32	encode	retain	1173.0	1.068	0.248	0.484		1.950	0.250	0.487
codec-U	U-wire-ListResultsResponse-page-as-wt1	decode	drop						1.654		
codec-U	U-wire-ListResultsResponse-page-as-wt1	decode	retain						1.752		
codec-U	U-wire-DualResponse-left-as-wt0	encode	drop						1.814		
codec-U	U-wire-DualResponse-left-as-wt0	encode	retain						1.630		
codec-U	U-root-max-tag	decode-read	drop	646.1	1.071	0.839	1.345	1.370	1.603	0.866	1.398
codec-U	U-root-max-tag	decode-read	retain	646.1	1.071	0.907	1.442	1.503	1.591	0.919	1.460
codec-U	U-wire-ListTasksDetailedResponse-tasks-as-wt1	decode-read	drop						1.625		
codec-U	U-wire-ListTasksDetailedResponse-tasks-as-wt1	decode-read	retain						1.740		
codec-U	U-deep-u-repeated	encode	drop	1234.6	0.835	0.202	0.347		1.715	0.201	0.344
codec-U	U-deep-u-repeated	encode	retain	1234.6	0.835	0.233	0.482		2.071	0.229	0.454
codec-U	U-nested-u-repeated	decode	drop	295.5	1.070	0.817	1.332	1.462	1.630	0.834	1.354
codec-U	U-nested-u-repeated	decode	retain	295.5	1.070	1.245	1.666	2.001	1.339	1.275	1.688
codec-U	U-wire-ListResultsResponse-page-as-wt5	encode	drop						1.926		
codec-U	U-wire-ListResultsResponse-page-as-wt5	encode	retain						1.680		
codec-U	U-nested-group	decode	drop	318.6	0.830	0.805	1.279	1.379	1.589	0.821	1.303
codec-U	U-nested-group	decode	retain	318.6	0.830	0.894	1.464	1.587	1.638	0.909	1.485
codec-U	U-root-u-repeated	encode	drop	569.6	1.055	0.152	0.337		2.223	0.153	0.340
codec-U	U-root-u-repeated	encode	retain	569.6	1.055	0.231	0.359		1.554	0.226	0.356
codec-U	U-element-u-msg	decode	drop	1763.4	0.983	0.804	1.452	1.465	1.806	0.833	1.528
codec-U	U-element-u-msg	decode	retain	1763.4	0.983	0.800	1.629	1.579	2.036	0.825	1.688
codec-U	U-deep-u-fixed32	encode	drop	1231.8	1.015	0.203	0.342		1.687	0.202	0.348
codec-U	U-deep-u-fixed32	encode	retain	1231.8	1.015	0.238	0.432		1.812	0.239	0.430
codec-U	U-element-u-varint	decode-read	drop	1867.3	0.765	0.804	1.303	1.391	1.620	0.812	1.224
codec-U	U-element-u-varint	decode-read	retain	1867.3	0.765	0.814	1.600	1.206	1.966	0.808	1.582
codec-U	U-wire-ListTasksDetailedResponse-tasks-as-wt5	decode-read	drop						1.665		
codec-U	U-wire-ListTasksDetailedResponse-tasks-as-wt5	decode-read	retain						1.809		
codec-U	U-wire-ListResultsResponse-results-as-wt5	encode	drop						1.994		
codec-U	U-wire-ListResultsResponse-results-as-wt5	encode	retain						1.562		
codec-U	U-wire-UploadResultDataMessage-upload-as-wt0	decode-read	drop						1.609		
codec-U	U-wire-UploadResultDataMessage-upload-as-wt0	decode-read	retain						1.818		
codec-U	U-root-u-repeated	decode	drop	569.1	1.206	0.965	1.487	1.501	1.542	0.960	1.483
codec-U	U-root-u-repeated	decode	retain	569.1	1.206	1.181	1.662	1.681	1.407	1.205	1.683
codec-U	U-element-u-repeated	decode-read	drop	1847.8	0.777	0.847	1.333	1.473	1.574	0.674	1.252
codec-U	U-element-u-repeated	decode-read	retain	1847.8	0.777	0.849	1.563	1.606	1.841	0.847	1.557
codec-U	U-root-u-varint	encode	drop	563.3	1.053	0.173	0.344		1.991	0.174	0.351
codec-U	U-root-u-varint	encode	retain	563.3	1.053	0.228	0.359		1.574	0.233	0.365
codec-U	U-wire-ListResultsResponse-page-as-wt2	encode	drop						1.996		
codec-U	U-wire-ListResultsResponse-page-as-wt2	encode	retain						1.592		
codec-U	U-deep-u-fixed64	decode	drop	1759.6	0.979	0.769	1.233	1.477	1.603	0.772	1.218
codec-U	U-deep-u-fixed64	decode	retain	1759.6	0.979	0.792	1.606	1.577	2.028	0.791	1.616
codec-U	U-element-u-packed	decode	drop	1528.8	1.140	0.919	1.749	1.356	1.903	0.975	1.814
codec-U	U-element-u-packed	decode	retain	1528.8	1.140	0.917	1.849	1.811	2.017	0.974	1.962
codec-U	U-nested-u-packed	decode	drop	293.1	1.050	0.818	1.101	1.362	1.346	0.821	1.088
codec-U	U-nested-u-packed	decode	retain	293.1	1.050	0.897	1.596	1.374	1.780	0.896	1.569
codec-U	U-wire-ListMetricsResponse-batches-as-wt1	decode-read	drop						0.997		
codec-U	U-wire-ListMetricsResponse-batches-as-wt1	decode-read	retain						1.254		
codec-U	U-wire-ListMetricsResponse-batches-as-wt1	decode	drop						0.773		
codec-U	U-wire-ListMetricsResponse-batches-as-wt1	decode	retain						0.995		
codec-U	U-element-u-repeated	decode	drop	1763.6	0.993	0.802	1.514	1.467	1.887	0.793	1.494
codec-U	U-element-u-repeated	decode	retain	1763.6	0.993	0.676	1.661	1.637	2.457	0.654	1.667
codec-U	U-oneof-u-len	encode	drop	110.5	0.987	0.211	0.341		1.612	0.199	0.351
codec-U	U-oneof-u-len	encode	retain	110.5	0.987	0.217	0.485		2.231	0.219	0.391
codec-U	U-root-u-msg	decode-read	drop	633.7	1.082	0.864	1.063	1.378	1.231	0.856	1.069
codec-U	U-root-u-msg	decode-read	retain	633.7	1.082	0.983	1.495	1.480	1.522	0.989	1.505
codec-U	U-oneof-u-fixed32	encode	drop	111.0	0.979	0.209	0.430		2.053	0.201	0.437
codec-U	U-oneof-u-fixed32	encode	retain	111.0	0.979	0.180	0.471		2.618	0.182	0.465
codec-U	U-deep-all	decode	drop	1865.8	0.968	0.772	1.468	1.430	1.902	0.907	1.737
codec-U	U-deep-all	decode	retain	1865.8	0.968	0.843	1.670	1.611	1.982	1.021	2.012
codec-U	U-wire-ListResultsResponse-results-as-wt0	encode	drop						1.791		
codec-U	U-wire-ListResultsResponse-results-as-wt0	encode	retain						1.518		
codec-U	U-root-u-fixed32	decode-read	drop	635.4	1.019	0.923	1.443	1.464	1.563	0.916	1.438
codec-U	U-root-u-fixed32	decode-read	retain	635.4	1.019	0.960	1.455	1.280	1.516	0.915	1.443
codec-U	U-root-u-len	encode	drop	577.0	0.879	0.169	0.332		1.961	0.171	0.340
codec-U	U-root-u-len	encode	retain	577.0	0.879	0.222	0.348		1.571	0.227	0.351
codec-U	U-element-u-msg	decode-read	drop	1866.4	0.963	0.632	1.449	1.462	2.291	0.633	1.441
codec-U	U-element-u-msg	decode-read	retain	1866.4	0.963	0.810	1.259	1.582	1.555	0.816	1.264
codec-U	U-nested-u-fixed64	encode	drop	244.6	1.050	0.182	0.419		2.302	0.175	0.414
codec-U	U-nested-u-fixed64	encode	retain	244.6	1.050	0.263	0.431		1.640	0.260	0.430
codec-U	U-enum-value-999	encode	drop	56.2	0.898	0.282	0.686		2.436	0.271	0.688
codec-U	U-enum-value-999	encode	retain	56.2	0.898	0.333	0.700		2.100	0.315	0.703
codec-U	U-deep-u-len	decode	drop	1368.8	1.282	0.996	1.516	1.922	1.522	0.996	1.516
codec-U	U-deep-u-len	decode	retain	1368.8	1.282	0.794	2.065	2.082	2.599	0.798	2.058
codec-U	U-root-all	encode	drop	565.3	1.058	0.172	0.341		1.976	0.176	0.348
codec-U	U-root-all	encode	retain	565.3	1.058	0.226	0.358		1.586	0.229	0.362
codec-U	U-nested-all	decode	drop	385.0	0.979	0.753	1.130	1.232	1.501	0.752	1.138
