  U-wire-UploadResultData-session-id-as-wt0 UploadResultData           positions  1, changed by zeroing  1, entry bytes 0
  U-wire-UploadResultData-session-id-as-wt1 UploadResultData           positions  1, changed by zeroing  1, entry bytes 0
  U-wire-UploadResultData-session-id-as-wt5 UploadResultData           positions  1, changed by zeroing  1, entry bytes 0
  U-wire-UploadResultDataMessage-upload-as-wt0 UploadResultDataMessage    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-UploadResultDataMessage-upload-as-wt1 UploadResultDataMessage    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-UploadResultDataMessage-upload-as-wt5 UploadResultDataMessage    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-bool-as-wt1       WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-bool-as-wt2       WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-bool-as-wt5       WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-bytes-as-wt0      WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-bytes-as-wt1      WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-bytes-as-wt5      WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-double-as-wt0     WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-double-as-wt2     WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-double-as-wt5     WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-enum-as-wt1       WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-enum-as-wt2       WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-enum-as-wt5       WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-fixed32-as-wt0    WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-fixed32-as-wt1    WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-fixed32-as-wt2    WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-int32-as-wt1      WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-int32-as-wt2      WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-int32-as-wt5      WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-int64-as-wt1      WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-int64-as-wt2      WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-int64-as-wt5      WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-msg-as-wt0        WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-msg-as-wt1        WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-msg-as-wt5        WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-string-as-wt0     WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-string-as-wt1     WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
  U-wire-WireZoo-v-string-as-wt5     WireZoo                    positions  2, changed by zeroing  1, entry bytes 0
rows 543 (accept, root in the ABI), 2350 (row, position) pairs; rows with unknowns at some position 307 (315 pairs changed by zeroing); rows with map-entry bytes 1
discard mismatches: 0 row(s); pull != push: 0 row(s)
  placement: prealloc, no grow          rc -7 (AK_ERR_CAPACITY expected: never the same buffer twice) PASS
  placement: prealloc, grow             element 0 in the pre-allocated buffer, element 1 a different one (distinct), bags exact PASS
  placement: prealloc too small, grow   element 0 in the pre-allocated buffer, element 1 a different one (distinct), bags exact PASS
