# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ns per call = client process CPU (or wall) per round / calls in the round
file	transport	cell	dir	inflight	rounds	cpu_median_ns	cpu_min_ns	cpu_max_ns	wall_median_ns	wall_min_ns	wall_max_ns
rpc-shipped-nounk	shipped	A	a	1	3	2352687.5	2346281.2	2393062.5	2636231.3	2587852.5	2735071.9
rpc-shipped-nounk	shipped	A	a	8	3	2714593.8	2487875.0	2878937.5	2770409.2	2549677.3	2900086.7
rpc-shipped-nounk	shipped	A	a	16	3	3130812.5	2817218.8	3227312.5	3308697.0	2832498.8	3412830.1
rpc-shipped-nounk	shipped	A	b	1	3	1552718.8	1547687.5	1580156.2	4225134.2	4161824.2	4627882.6
rpc-shipped-nounk	shipped	A	b	8	3	1560000.0	1520750.0	1662625.0	2112007.3	2046525.4	2458410.0
rpc-shipped-nounk	shipped	A	b	16	3	1584843.8	1506531.2	1901968.8	2348644.9	2145361.0	2455408.7
rpc-shipped-nounk	shipped	B	a	1	3	2715625.0	2058937.5	2715781.2	2947229.6	2312413.7	3060646.7
rpc-shipped-nounk	shipped	B	a	8	3	2640968.8	2592156.2	2696656.2	2713321.0	2604422.9	2857030.4
rpc-shipped-nounk	shipped	B	a	16	3	2848656.2	2815781.2	2914812.5	2871656.2	2830210.2	2960926.8
rpc-shipped-nounk	shipped	B	b	1	3	1176656.2	1172250.0	1244906.2	3284416.9	3129416.5	3455186.1
rpc-shipped-nounk	shipped	B	b	8	3	1278187.5	1272500.0	1288437.5	2244264.5	2037999.5	2621159.8
rpc-shipped-nounk	shipped	B	b	16	3	1392875.0	1377968.8	1449031.2	2701310.8	2661022.3	3122201.4
rpc-shipped-nounk	shipped	C-nounk	a	1	3	2374718.8	2353406.2	2401750.0	2633560.8	2629107.6	2638112.1
rpc-shipped-nounk	shipped	C-nounk	a	8	3	3170468.8	3011031.2	3231687.5	3177598.9	3025199.2	3240722.7
rpc-shipped-nounk	shipped	C-nounk	a	16	3	3396875.0	3315937.5	3419656.2	3429845.5	3405583.8	3432846.6
rpc-shipped-nounk	shipped	C-nounk	b	1	3	1044406.2	996125.0	1063968.8	3523711.1	3453946.2	3644466.1
rpc-shipped-nounk	shipped	C-nounk	b	8	3	1137375.0	1092625.0	1153937.5	2293600.4	2097724.2	2399403.5
rpc-shipped-nounk	shipped	C-nounk	b	16	3	1302937.5	1262125.0	1370062.5	2242169.0	2230362.0	2311499.6
rpc-shipped-nounk	shipped	D-nounk	a	1	3	3324812.5	3320906.2	3399218.8	3841849.8	3727858.4	4505423.8
rpc-shipped-nounk	shipped	D-nounk	a	8	3	2931812.5	2894437.5	3132031.2	2976034.2	2962980.4	3253688.6
rpc-shipped-nounk	shipped	D-nounk	a	16	3	3519906.2	3481593.8	3661812.5	3572428.6	3566380.8	3845075.1
rpc-shipped-nounk	shipped	D-nounk	b	1	3	1043312.5	999750.0	1072062.5	3070252.5	3054586.9	3442715.2
rpc-shipped-nounk	shipped	D-nounk	b	8	3	1131125.0	1046437.5	1156562.5	2216651.5	2068651.7	2381640.8
rpc-shipped-nounk	shipped	D-nounk	b	16	3	1209093.8	1167500.0	1288468.8	2257713.2	2177636.9	2501144.0
rpc-shipped	shipped	A	a	1	3	2374218.8	2332187.5	2485281.2	2856900.8	2639575.9	2876630.5
rpc-shipped	shipped	A	a	8	3	2698406.2	2650062.5	2742218.8	2785824.5	2673087.4	2889446.0
rpc-shipped	shipped	A	a	16	3	2938750.0	2911406.2	3205093.8	3001721.6	2986582.2	3327589.4
rpc-shipped	shipped	A	b	1	3	1353656.2	1330062.5	1413906.2	3675282.4	3607632.9	3809185.6
rpc-shipped	shipped	A	b	8	3	1785187.5	1638843.8	1822750.0	2525402.8	2397041.7	2801996.6
rpc-shipped	shipped	A	b	16	3	1518312.5	1443531.2	1617531.2	2134129.8	2045187.8	2612229.6
rpc-shipped	shipped	B	a	1	3	2052843.8	1980718.8	2626968.8	2322578.9	2219940.4	2865633.4
rpc-shipped	shipped	B	a	8	3	2274718.8	2223968.8	2558906.2	2284070.8	2237118.3	2580722.2
rpc-shipped	shipped	B	a	16	3	2493312.5	2484562.5	2506218.8	2527848.8	2514526.0	2836414.0
rpc-shipped	shipped	B	b	1	3	1171687.5	1139093.8	1227687.5	3742779.7	3667999.8	3783191.9
rpc-shipped	shipped	B	b	8	3	1267406.2	1185968.8	1272531.2	2244594.8	2110176.5	2292165.1
rpc-shipped	shipped	B	b	16	3	1364062.5	1347750.0	1376531.2	2458170.2	2410806.4	2812075.0
rpc-shipped	shipped	C-retain	a	1	3	2612250.0	2589968.8	2661437.5	2882043.9	2862810.5	3265188.1
rpc-shipped	shipped	C-retain	a	8	3	2727093.8	2710812.5	2978906.2	2733500.2	2725865.8	3008112.3
rpc-shipped	shipped	C-retain	a	16	3	3011750.0	3010968.8	3055062.5	3066280.8	3036019.3	3096521.2
rpc-shipped	shipped	C-retain	b	1	3	1010406.2	1001968.8	1101000.0	3797337.5	3288499.9	3996062.7
rpc-shipped	shipped	C-retain	b	8	3	1061093.8	1052718.8	1191937.5	2332607.8	2237662.1	2536400.8
rpc-shipped	shipped	C-retain	b	16	3	1281937.5	1221031.2	1283312.5	2549605.3	2263449.2	2730642.7
rpc-shipped	shipped	C-drop	a	1	3	3593343.8	2654875.0	3621343.8	4026283.7	3352298.2	4152130.6
rpc-shipped	shipped	C-drop	a	8	3	3205062.5	2803500.0	3207093.8	3245261.9	2828335.5	3562925.2
rpc-shipped	shipped	C-drop	a	16	3	3506468.8	3325656.2	3601062.5	3781311.5	3444941.5	3959824.4
rpc-shipped	shipped	C-drop	b	1	3	1031531.2	981968.8	1044875.0	3541279.8	3478482.2	3714868.8
rpc-shipped	shipped	C-drop	b	8	3	1090406.2	989343.8	1145000.0	1998883.8	1960583.5	2594767.2
rpc-shipped	shipped	C-drop	b	16	3	1179281.2	1153843.8	1210718.8	2493021.4	2459555.8	2622742.7
rpc-shipped	shipped	D-retain	a	1	3	2431312.5	2269031.2	2632218.8	2682470.8	2555693.4	2910564.1
rpc-shipped	shipped	D-retain	a	8	3	2355250.0	2331718.8	2356250.0	2378447.0	2366666.1	2403898.8
rpc-shipped	shipped	D-retain	a	16	3	3222406.2	3093062.5	3305906.2	3350189.3	3206015.3	3658260.5
rpc-shipped	shipped	D-retain	b	1	3	1016343.8	996875.0	1081812.5	2926921.5	2926815.2	3192756.6
rpc-shipped	shipped	D-retain	b	8	3	1122531.2	1112968.8	1167750.0	2274161.4	2129499.1	2465661.4
rpc-shipped	shipped	D-retain	b	16	3	1184468.8	1146812.5	1244562.5	2239354.2	2103586.3	2680392.3
rpc-shipped	shipped	D-drop	a	1	3	2684156.2	2662687.5	2691437.5	3149213.9	3137179.7	3217503.5
rpc-shipped	shipped	D-drop	a	8	3	3056125.0	3037250.0	3119812.5	3180106.8	3080512.1	3308772.0
rpc-shipped	shipped	D-drop	a	16	3	3166156.2	3062031.2	3270187.5	3196350.2	3073624.7	3382261.3
rpc-shipped	shipped	D-drop	b	1	3	1018093.8	1003843.8	1024187.5	2916239.6	2852475.6	2944829.6
rpc-shipped	shipped	D-drop	b	8	3	1227406.2	1125562.5	1306906.2	2631732.2	2086060.3	3250692.5
rpc-shipped	shipped	D-drop	b	16	3	1053875.0	1053750.0	1067843.8	2354297.7	1982935.3	2471220.9
