# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ratios of per-case medians inside one process (and, *_min, of per-case minima); < 1 means fewer CPU ns than the denominator; empty = arm not run
file	input	dir	mode	incumbent_prod_median_ns	armonik/inc	core-native/inc	core-ffi/inc	core-ffi-pull/inc	core-ffi/core-native	core-native/inc_min	core-ffi/inc_min
codec-P	P7.1	decode	drop	331.8	1.022	0.704	0.946	1.025	1.344	0.692	0.935
codec-P	P7.1	decode	retain	331.8	1.022	0.711	0.990	1.076	1.391	0.710	0.984
codec-P	P1.3	decode-read	drop	9141.4	1.373	1.364	1.943	2.097	1.425	1.353	1.938
codec-P	P1.3	decode-read	retain	9141.4	1.373	1.346	1.992	2.111	1.480	1.344	1.982
codec-P	P2.2	encode	drop	858135.5	0.984	0.249	0.387		1.554	0.248	0.389
codec-P	P2.2	encode	retain	858135.5	0.984	0.274	0.384		1.401	0.271	0.383
codec-P	P4.1	decode	drop	263615.6	1.002	0.850	0.935	0.884	1.100	0.851	0.936
codec-P	P4.1	decode	retain	263615.6	1.002	0.841	0.943	0.883	1.120	0.837	0.932
codec-P	P5.2	decode	drop	1688.3	0.054	0.988	0.991	0.997	1.002	0.949	0.930
codec-P	P5.2	decode	retain	1688.3	0.054	0.980	1.000	1.002	1.020	0.982	1.004
codec-P	P5.3	encode	drop	40685.2	1.004	0.986	0.968		0.983	0.985	0.963
codec-P	P5.3	encode	retain	40685.2	1.004	0.918	1.016		1.107	0.917	1.009
codec-P	P2.4	encode	drop	587555.2	0.981	0.323	0.445		1.376	0.326	0.443
codec-P	P2.4	encode	retain	587555.2	0.981	0.310	0.444		1.430	0.310	0.441
codec-P	P2.2/wide	decode-read	drop	2600721.5	1.010	0.886	0.995	0.983	1.124	0.921	1.024
codec-P	P2.2/wide	decode-read	retain	2600721.5	1.010	0.887	0.992	0.975	1.118	0.930	1.024
codec-P	P3.1	decode-read	drop	25870.0	0.999	0.755	0.809	0.824	1.071	0.747	0.797
codec-P	P3.1	decode-read	retain	25870.0	0.999	0.746	0.807	0.827	1.082	0.738	0.790
codec-P	P1.2/latin1	decode	drop	512892.6	0.932	0.802	0.809	0.861	1.009	0.813	0.832
codec-P	P1.2/latin1	decode	retain	512892.6	0.932	0.818	0.850	0.884	1.039	0.809	0.829
codec-P	P1.2	encode	drop	271527.1	1.056	0.202	0.298		1.476	0.203	0.295
codec-P	P1.2	encode	retain	271527.1	1.056	0.238	0.323		1.356	0.243	0.322
codec-P	P5.4	decode-read	drop	316570.9	0.000	1.018	1.031	1.022	1.013	0.998	1.010
codec-P	P5.4	decode-read	retain	316570.9	0.000	1.013	1.018	1.007	1.004	0.997	1.007
codec-P	P1.1	decode-read	drop	1283.1	1.056	0.892	0.919	0.931	1.031	0.950	0.972
codec-P	P1.1	decode-read	retain	1283.1	1.056	0.882	0.925	0.936	1.048	0.914	0.940
codec-P	P2.1	decode	drop	1912.2	0.986	0.779	1.150	1.137	1.477	0.772	1.135
codec-P	P2.1	decode	retain	1912.2	0.986	0.766	1.179	1.173	1.540	0.712	1.122
codec-P	P1.3	decode	drop	8479.3	1.385	1.368	2.007	2.152	1.467	1.407	2.044
codec-P	P1.3	decode	retain	8479.3	1.385	1.341	2.044	2.151	1.524	1.377	1.996
codec-P	P4.1	encode	drop	132373.5	1.001	0.209	0.361		1.723	0.206	0.360
codec-P	P4.1	encode	retain	132373.5	1.001	0.236	0.372		1.576	0.233	0.368
codec-P	P3.1	decode	drop	25005.2	1.190	0.874	0.950	0.971	1.087	0.827	0.949
codec-P	P3.1	decode	retain	25005.2	1.190	0.869	0.936	0.966	1.077	0.865	0.946
codec-P	P1.2/wide	encode	drop	279938.3	1.050	0.199	0.284		1.424	0.212	0.301
codec-P	P1.2/wide	encode	retain	279938.3	1.050	0.242	0.311		1.281	0.255	0.317
codec-P	P2.1	encode	drop	1072.7	0.999	0.207	0.374		1.808	0.206	0.374
codec-P	P2.1	encode	retain	1072.7	0.999	0.243	0.399		1.641	0.245	0.396
codec-P	P6.1	encode	drop	374055.4	1.023	0.198	0.225		1.134	0.205	0.231
codec-P	P6.1	encode	retain	374055.4	1.023	0.201	0.224		1.117	0.206	0.225
codec-P	P2.5	decode-read	drop	47666.9	1.014	0.850	0.997	0.945	1.174	0.809	0.957
codec-P	P2.5	decode-read	retain	47666.9	1.014	0.787	0.956	0.884	1.214	0.798	0.959
codec-P	P1.2	decode-read	drop	411793.9	0.908	0.792	0.792	0.815	1.001	0.772	0.779
codec-P	P1.2	decode-read	retain	411793.9	0.908	0.786	0.787	0.810	1.001	0.774	0.785
codec-P	P4.1	decode-read	drop	271519.5	1.012	0.889	0.951	0.890	1.070	0.891	0.949
codec-P	P4.1	decode-read	retain	271519.5	1.012	0.884	0.950	0.887	1.074	0.884	0.946
codec-P	P5.3	decode	drop	39905.8	0.002	1.005	1.004	1.001	0.999	0.993	1.004
codec-P	P5.3	decode	retain	39905.8	0.002	0.998	1.002	1.002	1.004	1.000	1.004
codec-P	P1.3	encode	drop	5608.2	1.205	0.303	0.634		2.095	0.297	0.624
codec-P	P1.3	encode	retain	5608.2	1.205	0.396	0.669		1.691	0.395	0.675
codec-P	P1.2/latin1	encode	drop	302984.5	1.072	0.203	0.290		1.427	0.205	0.293
codec-P	P1.2/latin1	encode	retain	302984.5	1.072	0.227	0.309		1.361	0.229	0.311
codec-P	P5.2	encode	drop	1825.9	0.842	0.815	0.833		1.022	0.762	0.869
codec-P	P5.2	encode	retain	1825.9	0.842	0.820	0.834		1.017	0.856	0.874
