# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ns per call = client process CPU (or wall) per round / calls in the round
file	transport	cell	dir	inflight	rounds	cpu_median_ns	cpu_min_ns	cpu_max_ns	wall_median_ns	wall_min_ns	wall_max_ns
rpc-pinned-nounk	pinned	A	a	1	12	2416791.7	2342083.3	2815000.0	2888548.3	2742835.2	3170485.5
rpc-pinned-nounk	pinned	B	a	1	12	2074395.8	1814333.3	2331583.3	2446015.0	2070831.3	2699076.0
rpc-pinned-nounk	pinned	C-nounk	a	1	12	2327437.5	2066041.7	2492500.0	2677791.5	2453329.7	3027002.1
rpc-pinned-nounk	pinned	D-nounk	a	1	12	2245875.0	2039250.0	2530291.7	2617118.1	2309037.2	2776994.7
rpc-pinned-nounk	pinned	A	a	8	12	2671458.3	2558666.7	2883791.7	2713311.9	2623633.1	3464695.2
rpc-pinned-nounk	pinned	B	a	8	12	2673562.5	2518458.3	2780166.7	2729815.9	2536119.6	2993551.5
rpc-pinned-nounk	pinned	C-nounk	a	8	12	2916625.0	2677916.7	3169708.3	2993274.3	2734286.2	3686135.4
rpc-pinned-nounk	pinned	D-nounk	a	8	12	2916208.3	2810291.7	3128791.7	2965964.0	2841012.5	3191175.2
rpc-pinned-nounk	pinned	A	a	16	12	3159671.9	2623843.8	3551937.5	3231579.1	2642910.2	3729014.6
rpc-pinned-nounk	pinned	B	a	16	12	2887109.4	2359718.8	3178656.2	2925921.3	2420278.0	3592759.7
rpc-pinned-nounk	pinned	C-nounk	a	16	12	3344171.9	2790000.0	3546750.0	3410745.3	2938719.6	3850387.9
rpc-pinned-nounk	pinned	D-nounk	a	16	12	3337453.1	2937000.0	3562937.5	3420225.0	3066290.8	3694299.8
rpc-pinned-nounk	pinned	A	b	1	12	1859937.5	1752750.0	1988708.3	3916304.8	3622401.3	4315685.1
rpc-pinned-nounk	pinned	B	b	1	12	1246958.3	1149833.3	1325083.3	3299424.1	2777512.8	3674501.3
rpc-pinned-nounk	pinned	C-nounk	b	1	12	989187.5	944875.0	1073125.0	2993813.6	2768955.5	3159332.1
rpc-pinned-nounk	pinned	D-nounk	b	1	12	1019354.2	967083.3	1101500.0	3005418.8	2869657.4	3238765.5
rpc-pinned-nounk	pinned	A	b	8	12	1895145.8	1624375.0	2240833.3	2102312.4	1911741.1	2746836.7
rpc-pinned-nounk	pinned	B	b	8	12	1202500.0	1074708.3	1289375.0	2093465.4	1714924.4	2359285.7
rpc-pinned-nounk	pinned	C-nounk	b	8	12	943395.8	910666.7	1104041.7	1844323.6	1692430.2	2092792.2
rpc-pinned-nounk	pinned	D-nounk	b	8	12	1032979.2	930250.0	1112375.0	1830776.0	1649791.5	2187164.1
rpc-pinned-nounk	pinned	A	b	16	12	2034343.8	1829625.0	2627937.5	2249352.4	2022723.5	2779533.3
rpc-pinned-nounk	pinned	B	b	16	12	1309781.2	1217000.0	1379218.8	1996126.9	1811031.3	2218818.5
rpc-pinned-nounk	pinned	C-nounk	b	16	12	1055781.2	961968.8	1169843.8	1847443.3	1769716.6	2183573.8
rpc-pinned-nounk	pinned	D-nounk	b	16	12	1060390.6	982468.8	1244968.8	1921601.3	1652122.8	2298028.0
