# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ns per call = client process CPU (or wall) per round / calls in the round
file	transport	cell	dir	inflight	rounds	cpu_median_ns	cpu_min_ns	cpu_max_ns	wall_median_ns	wall_min_ns	wall_max_ns
rpc-pinned	pinned	C-retain	b	1	12	1077979.2	943625.0	1122958.3	3749076.1	3288675.6	5028300.5
rpc-pinned	pinned	C-drop	b	1	12	1087729.2	1042791.7	1155208.3	3601692.6	3307022.0	3861736.5
rpc-pinned	pinned	D-retain	b	1	12	1087916.7	1046875.0	1193583.3	3494622.4	3291077.1	3881245.0
rpc-pinned	pinned	D-drop	b	1	12	1083395.8	1037416.7	1162208.3	3571466.9	3415113.1	4079130.4
rpc-pinned	pinned	A	b	8	12	2018791.7	1819958.3	2542458.3	2434636.5	2130843.6	3324600.2
rpc-pinned	pinned	B	b	8	12	1246833.3	1187875.0	1446291.7	2065148.5	1822632.1	2788588.8
rpc-pinned	pinned	C-retain	b	8	12	981604.2	923333.3	1171541.7	1871546.2	1616379.8	2319027.6
rpc-pinned	pinned	C-drop	b	8	12	1050500.0	942958.3	1224375.0	2043540.5	1784275.8	2388928.5
rpc-pinned	pinned	D-retain	b	8	12	1034437.5	961375.0	1188958.3	2038418.6	1808656.0	2191690.0
rpc-pinned	pinned	D-drop	b	8	12	1003562.5	959166.7	1182083.3	1967047.0	1629476.9	2945525.0
rpc-pinned	pinned	A	b	16	12	2175625.0	1972812.5	2474250.0	2416217.6	2075868.8	3167511.8
rpc-pinned	pinned	B	b	16	12	1447125.0	1306343.8	1691718.8	2051949.2	1781207.9	2540335.0
rpc-pinned	pinned	C-retain	b	16	12	1170671.9	1061625.0	1481500.0	1922474.6	1628670.3	2397052.4
rpc-pinned	pinned	C-drop	b	16	12	1152296.9	1000875.0	1363500.0	1887605.0	1717701.3	2396046.6
rpc-pinned	pinned	D-retain	b	16	12	1171953.1	1070687.5	1926781.2	2000697.6	1628702.9	3417044.1
rpc-pinned	pinned	D-drop	b	16	12	1176546.9	1059218.8	1345718.8	1925203.5	1720737.1	2289448.4
rpc-shipped-nounk	shipped	A	a	1	12	2410916.7	1930666.7	2694791.7	2746262.5	2163154.2	4073802.2
rpc-shipped-nounk	shipped	B	a	1	12	2090500.0	1707333.3	2161500.0	2464154.7	1966047.6	3039868.2
rpc-shipped-nounk	shipped	C-nounk	a	1	12	2230687.5	2091500.0	2276875.0	2596940.7	2509033.1	2801009.3
rpc-shipped-nounk	shipped	D-nounk	a	1	12	2238791.7	2104833.3	2323541.7	2631516.1	2405294.6	2915677.8
rpc-shipped-nounk	shipped	A	a	8	12	2929312.5	2752541.7	3109375.0	3100522.9	2767866.8	3655444.5
rpc-shipped-nounk	shipped	B	a	8	12	2861104.2	2666333.3	2963166.7	2965609.9	2726472.6	3218531.9
rpc-shipped-nounk	shipped	C-nounk	a	8	12	3205770.8	3077458.3	3573291.7	3288554.6	3166023.5	3796772.6
rpc-shipped-nounk	shipped	D-nounk	a	8	12	3160645.8	2975000.0	3686125.0	3311942.2	3092699.9	4713928.0
rpc-shipped-nounk	shipped	A	a	16	12	3226312.5	3004406.2	3367468.8	3292650.4	3035352.0	4190733.8
rpc-shipped-nounk	shipped	B	a	16	12	2914515.6	2514750.0	2983531.2	3008041.0	2556441.2	3307422.7
rpc-shipped-nounk	shipped	C-nounk	a	16	12	3328375.0	2864062.5	3441875.0	3409227.8	2961455.5	4025121.5
rpc-shipped-nounk	shipped	D-nounk	a	16	12	3333250.0	2772843.8	3515000.0	3439949.7	2871533.5	3815827.3
rpc-shipped-nounk	shipped	A	b	1	12	1842937.5	1801083.3	2004791.7	3956946.8	3699189.4	4741738.5
rpc-shipped-nounk	shipped	B	b	1	12	1268604.2	1210166.7	1312083.3	3231811.9	3077716.0	3508850.5
rpc-shipped-nounk	shipped	C-nounk	b	1	12	1030541.7	951083.3	1099166.7	3199316.8	2810156.7	3409551.5
rpc-shipped-nounk	shipped	D-nounk	b	1	12	1075833.3	1007916.7	1191208.3	3063768.4	2820665.9	3377794.5
rpc-shipped-nounk	shipped	A	b	8	12	2015895.8	1869416.7	2432083.3	2576132.4	2258199.9	3203696.5
rpc-shipped-nounk	shipped	B	b	8	12	1397812.5	1306583.3	1522250.0	2549407.7	2123942.1	2799279.6
rpc-shipped-nounk	shipped	C-nounk	b	8	12	1118041.7	1033708.3	1190583.3	2296897.0	1984539.5	2635904.6
rpc-shipped-nounk	shipped	D-nounk	b	8	12	1191625.0	1099416.7	1286291.7	2296165.1	1976885.9	2626512.7
rpc-shipped-nounk	shipped	A	b	16	12	2041203.1	1897968.8	2168187.5	2634536.7	2174526.0	2859274.3
rpc-shipped-nounk	shipped	B	b	16	12	1387750.0	1305156.2	1522218.8	2509348.5	2242223.4	2911444.7
rpc-shipped-nounk	shipped	C-nounk	b	16	12	1209562.5	1156781.2	1337031.2	2479152.6	2294277.1	2918638.8
rpc-shipped-nounk	shipped	D-nounk	b	16	12	1257875.0	1133437.5	1388281.2	2484286.2	1929290.3	2817973.3
rpc-shipped	shipped	A	a	1	12	2409875.0	2181083.3	2523708.3	2794122.9	2537779.6	3128187.8
rpc-shipped	shipped	B	a	1	12	2075145.8	1779750.0	2213625.0	2473803.9	2023300.2	2760157.8
rpc-shipped	shipped	C-retain	a	1	12	2153229.2	1843875.0	2293750.0	2448633.6	2319670.7	2753143.8
rpc-shipped	shipped	C-drop	a	1	12	2175729.2	1980500.0	2273750.0	2520723.5	2384396.1	2945641.1
rpc-shipped	shipped	D-retain	a	1	12	2189500.0	1885875.0	2284958.3	2479972.2	2167187.6	2747147.5
rpc-shipped	shipped	D-drop	a	1	12	2191937.5	1872083.3	2542000.0	2522408.2	2135811.4	3336694.8
rpc-shipped	shipped	A	a	8	12	2731312.5	2291541.7	2921375.0	2800524.3	2370109.1	4993663.4
rpc-shipped	shipped	B	a	8	12	2842583.3	2441166.7	3015666.7	2972471.7	2447291.4	3501437.3
rpc-shipped	shipped	C-retain	a	8	12	2817916.7	2347125.0	3082708.3	2941398.0	2371743.2	6205207.6
rpc-shipped	shipped	C-drop	a	8	12	3007250.0	2533500.0	3107916.7	3075179.2	2629014.3	3351455.3
rpc-shipped	shipped	D-retain	a	8	12	2794187.5	2340291.7	2913625.0	2843981.2	2372720.7	3521381.8
rpc-shipped	shipped	D-drop	a	8	12	2998229.2	2546000.0	3219041.7	3097238.8	2556134.8	3348114.0
rpc-shipped	shipped	A	a	16	12	2983625.0	2620812.5	3252718.8	3079613.6	2731136.2	3480154.0
rpc-shipped	shipped	B	a	16	12	2962343.8	2875750.0	3225781.2	3070364.7	2929393.3	3973257.8
rpc-shipped	shipped	C-retain	a	16	12	3094250.0	2679093.8	3245906.2	3294349.0	2788563.0	3513611.7
rpc-shipped	shipped	C-drop	a	16	12	3280390.6	2722250.0	3466250.0	3348127.4	2827015.4	3883389.0
rpc-shipped	shipped	D-retain	a	16	12	3065609.4	2789187.5	3295906.2	3272724.0	2947693.8	3617668.8
rpc-shipped	shipped	D-drop	a	16	12	3218265.6	2900531.2	3391125.0	3327923.3	3003121.2	3725070.5
rpc-shipped	shipped	A	b	1	12	1957895.8	1836041.7	2090166.7	4433631.7	4285814.0	6362111.0
rpc-shipped	shipped	B	b	1	12	1305604.2	1247791.7	1483125.0	3862214.1	3514896.5	4295120.0
rpc-shipped	shipped	C-retain	b	1	12	1065229.2	990166.7	1104500.0	3560357.1	3288851.4	3770792.8
rpc-shipped	shipped	C-drop	b	1	12	1128916.7	1004083.3	1187125.0	3586988.4	3386289.6	5021787.2
rpc-shipped	shipped	D-retain	b	1	12	1093145.8	1006583.3	1162333.3	3736957.9	3310399.6	3991848.9
rpc-shipped	shipped	D-drop	b	1	12	1062208.3	1017583.3	1150333.3	3588385.0	3448953.3	4037041.0
rpc-shipped	shipped	A	b	8	12	2120145.8	1879458.3	2373958.3	2590508.9	2201660.8	3066674.0
rpc-shipped	shipped	B	b	8	12	1410208.3	1329875.0	1567125.0	2475573.1	2308115.2	2920359.5
rpc-shipped	shipped	C-retain	b	8	12	1150812.5	1089583.3	1211000.0	2311546.7	2082912.2	3392688.0
rpc-shipped	shipped	C-drop	b	8	12	1218416.7	1033791.7	1392250.0	2405814.9	2301694.1	3035395.1
rpc-shipped	shipped	D-retain	b	8	12	1204937.5	1108708.3	1298416.7	2473338.4	1894497.9	3090782.1
rpc-shipped	shipped	D-drop	b	8	12	1143479.2	1086541.7	1342583.3	2409863.0	1998681.3	2576334.5
rpc-shipped	shipped	A	b	16	12	2066031.2	1854562.5	2232406.2	2404951.7	2111888.8	2691388.0
rpc-shipped	shipped	B	b	16	12	1456640.6	1379187.5	1592656.2	2691439.6	2373124.5	4108089.8
rpc-shipped	shipped	C-retain	b	16	12	1232421.9	1172593.8	1373125.0	2543501.5	2280938.3	3544333.5
rpc-shipped	shipped	C-drop	b	16	12	1321375.0	1150562.5	1487218.8	2574202.9	2254544.2	3973731.5
rpc-shipped	shipped	D-retain	b	16	12	1207703.1	1087906.2	1321343.8	2370888.2	1934223.7	3127080.9
rpc-shipped	shipped	D-drop	b	16	12	1207281.2	1142687.5	1433500.0	2521411.2	2333082.6	2816181.3
