# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ratios of per-case medians inside one process (and, *_min, of per-case minima); < 1 means fewer CPU ns than the denominator; empty = arm not run
file	input	dir	mode	incumbent_prod_median_ns	armonik/inc	core-native/inc	core-ffi/inc	core-ffi-pull/inc	core-ffi/core-native	core-native/inc_min	core-ffi/inc_min
codec-nounk-P	P5.1	decode	no-unknown	103.1	0.849	0.716	0.843	0.894	1.178	0.856	0.856
codec-nounk-P	P1.1	encode	no-unknown	1149.5	1.039	0.185	0.268		1.453	0.184	0.264
codec-nounk-P	P5.1	encode	no-unknown	50.4	1.032	0.261	0.449		1.718	0.259	0.444
codec-nounk-P	P2.2	decode-read	no-unknown	1610019.6	0.978	0.890	0.985	0.970	1.107	0.862	0.964
codec-nounk-P	P2.1	decode-read	no-unknown	2331.7	0.981	0.798	0.934	0.947	1.171	0.788	0.891
codec-nounk-P	P2.3	decode-read	no-unknown	1059875.8	1.000	0.900	0.781	0.774	0.868	0.908	0.785
codec-nounk-P	P2.5	encode	no-unknown	22644.5	1.006	0.221	0.343		1.555	0.218	0.339
codec-nounk-P	P1.2/wide	decode-read	no-unknown	740037.4	0.961	0.846	0.874	0.896	1.034	0.841	0.869
codec-nounk-P	P7.1	decode-read	no-unknown	348.8	1.010	0.753	0.892	0.980	1.185	0.762	0.884
codec-nounk-P	P2.2/latin1	encode	no-unknown	933146.9	1.022	0.261	0.369		1.412	0.261	0.364
codec-nounk-U	U-wire-ListTaskSummaryResponse-tasks-as-wt1	decode-read	no-unknown						1.080		
codec-nounk-U	U-wire-ListMetricsResponse-batches-as-wt5	encode	no-unknown						1.070		
codec-nounk-U	U-nested-u-varint	encode	no-unknown	247.8	1.032	0.198	0.341		1.720	0.196	0.321
codec-nounk-U	U-oneof-member-after-known	decode	no-unknown	127.7	1.002	0.705	0.794	0.855	1.127	0.693	0.788
codec-nounk-U	U-wire-ListResultsResponse-results-as-wt1	decode-read	no-unknown						0.982		
codec-nounk-U	U-wire-ListTasksDetailedResponse-tasks-as-wt1	decode-read	no-unknown						1.158		
codec-nounk-U	U-wire-ListMetricsResponse-batches-as-wt0	decode-read	no-unknown						1.490		
codec-nounk-U	U-wire-ListResultsResponse-page-as-wt5	decode-read	no-unknown						0.999		
codec-nounk-U	U-nested-u-repeated	encode	no-unknown	247.8	1.028	0.201	0.327		1.625	0.199	0.323
codec-nounk-U	U-wire-ListProbeResponse-probes-as-wt0	decode-read	no-unknown						1.046		
codec-nounk-U	U-nested-u-packed	decode-read	no-unknown	316.1	1.049	0.836	0.844	0.871	1.010	0.841	0.848
codec-nounk-U	U-enum-value-127	decode	no-unknown	74.8	1.409	1.275	1.439	1.499	1.129	1.156	1.334
codec-nounk-U	U-element-u-varint	encode	no-unknown	1207.1	1.021	0.207	0.352		1.699	0.209	0.354
codec-nounk-U	U-enum-value-127	encode	no-unknown	52.6	1.067	0.304	0.628		2.063	0.299	0.624
codec-nounk-U	U-root-u-fixed32	decode-read	no-unknown	660.0	1.091	0.876	0.876	0.898	0.999	0.880	0.876
codec-nounk-U	U-nested-all	decode-read	no-unknown	409.3	1.023	0.748	0.741	0.764	0.990	0.776	0.769
codec-nounk-U	U-leaf-u-fixed32	decode	no-unknown	311.8	1.046	0.806	0.837	0.859	1.037	0.807	0.839
codec-nounk-U	U-wire-ListMetricsResponse-batches-as-wt5	decode-read	no-unknown						1.501		
codec-nounk-U	U-element-u-len	decode	no-unknown	1855.8	0.970	0.749	1.029	1.026	1.373	0.750	1.031
codec-nounk-U	U-oneof-u-repeated	decode	no-unknown	144.6	1.014	0.675	0.741	0.807	1.099	0.667	0.741
codec-nounk-U	U-element-u-repeated	decode-read	no-unknown	2202.1	0.980	0.790	0.912	0.911	1.155	0.783	0.909
codec-nounk-U	U-element-u-msg	decode-read	no-unknown	2161.4	0.984	0.790	0.919	0.919	1.164	0.787	0.920
codec-nounk-U	U-nested-before	decode-read	no-unknown	396.9	1.037	0.796	0.781	0.806	0.981	0.797	0.776
codec-nounk-U	U-wire-ListTasksDetailedResponse-page-as-wt2	decode	no-unknown						1.166		
codec-nounk-U	U-root-group	decode-read	no-unknown	682.6	1.085	0.830	0.836	0.839	1.008	0.842	0.839
codec-nounk-U	U-wire-ListTaskSummaryResponse-tasks-as-wt1	decode	no-unknown						1.060		
codec-nounk-U	U-wire-ListTasksDetailedResponse-page-as-wt1	decode	no-unknown						1.313		
codec-nounk-U	U-wire-ListTasksDetailedResponse-page-as-wt5	decode-read	no-unknown						1.320		
codec-nounk-U	U-wire-ListTasksDetailedResponse-page-as-wt1	encode	no-unknown						1.593		
codec-nounk-U	U-wire-UploadResultDataMessage-upload-as-wt1	encode	no-unknown						1.718		
codec-nounk-U	U-root-interleaved	encode	no-unknown	572.9	1.031	0.185	0.271		1.464	0.188	0.276
codec-nounk-U	U-root-u-fixed32	decode	no-unknown	608.7	1.047	0.814	0.809	0.826	0.994	0.811	0.791
codec-nounk-U	U-element-u-fixed64	encode	no-unknown	1197.2	1.028	0.208	0.351		1.690	0.208	0.350
codec-nounk-U	U-element-u-varint	decode-read	no-unknown	2182.6	0.997	0.801	0.915	0.922	1.142	0.791	0.894
