# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ratios of per-case medians inside one process (and, *_min, of per-case minima); < 1 means fewer CPU ns than the denominator; empty = arm not run
file	input	dir	mode	incumbent_prod_median_ns	armonik/inc	core-native/inc	core-ffi/inc	core-ffi-pull/inc	core-ffi/core-native	core-native/inc_min	core-ffi/inc_min
codec-U	U-oneof-member-alone	encode	drop	68.9	0.980	0.215	0.519		2.415	0.214	0.520
codec-U	U-oneof-member-alone	encode	retain	68.9	0.980	0.272	0.541		1.994	0.266	0.540
codec-U	U-nested-u-fixed64	encode	drop	208.1	1.041	0.195	0.321		1.644	0.201	0.326
codec-U	U-nested-u-fixed64	encode	retain	208.1	1.041	0.254	0.345		1.362	0.247	0.346
codec-U	U-root-u-len	encode	drop	459.3	1.062	0.189	0.274		1.448	0.190	0.274
codec-U	U-root-u-len	encode	retain	459.3	1.062	0.219	0.288		1.319	0.224	0.293
codec-U	U-enum-value-2147483647	encode	drop	67.4	1.081	0.300	0.549		1.828	0.292	0.533
codec-U	U-enum-value-2147483647	encode	retain	67.4	1.081	0.352	0.551		1.566	0.348	0.539
codec-U	U-root-u-fixed64	decode-read	drop	629.2	1.047	0.839	0.874	0.882	1.042	0.824	0.870
codec-U	U-root-u-fixed64	decode-read	retain	629.2	1.047	0.862	0.973	1.001	1.129	0.862	0.977
codec-U	U-oneof-group	encode	drop	112.2	1.009	0.208	0.404		1.938	0.213	0.421
codec-U	U-oneof-group	encode	retain	112.2	1.009	0.246	0.424		1.726	0.252	0.446
codec-U	U-oneof-group	decode-read	drop	169.4	1.002	0.667	0.754	0.838	1.131	0.674	0.748
codec-U	U-oneof-group	decode-read	retain	169.4	1.002	0.774	1.065	1.174	1.375	0.783	1.067
codec-U	U-oneof-u-len	encode	drop	112.8	0.984	0.205	0.399		1.948	0.209	0.421
codec-U	U-oneof-u-len	encode	retain	112.8	0.984	0.249	0.411		1.652	0.260	0.433
codec-U	U-nested-u-repeated	decode-read	drop	314.6	1.002	0.771	0.842	0.895	1.092	0.775	0.846
codec-U	U-nested-u-repeated	decode-read	retain	314.6	1.002	1.152	1.091	1.124	0.948	1.160	1.094
codec-U	U-wire-ListTaskSummaryResponse-tasks-as-wt0	decode-read	drop						1.059		
codec-U	U-wire-ListTaskSummaryResponse-tasks-as-wt0	decode-read	retain						1.099		
codec-U	U-nested-u-varint	decode-read	drop	310.4	0.996	0.787	0.830	0.886	1.055	0.791	0.842
codec-U	U-nested-u-varint	decode-read	retain	310.4	0.996	0.833	1.041	1.071	1.250	0.843	1.039
codec-U	U-leaf-u-msg	encode	drop	245.4	1.055	0.201	0.323		1.611	0.202	0.326
codec-U	U-leaf-u-msg	encode	retain	245.4	1.055	0.254	0.402		1.585	0.237	0.400
codec-U	U-oneof-u-len	decode	drop	130.0	0.965	0.703	0.828	0.915	1.177	0.715	0.826
codec-U	U-oneof-u-len	decode	retain	130.0	0.965	0.835	1.225	1.357	1.467	0.847	1.234
codec-U	U-element-u-fixed32	decode-read	drop	2093.3	0.994	0.814	0.976	0.965	1.199	0.800	0.980
codec-U	U-element-u-fixed32	decode-read	retain	2093.3	0.994	0.879	1.070	1.086	1.217	0.829	1.078
codec-U	U-root-u-varint	decode-read	drop	628.2	1.062	0.843	0.860	0.895	1.021	0.841	0.882
codec-U	U-root-u-varint	decode-read	retain	628.2	1.062	0.873	0.975	0.992	1.116	0.868	0.980
codec-U	U-nested-group	encode	drop	244.3	1.057	0.204	0.327		1.605	0.197	0.335
codec-U	U-nested-group	encode	retain	244.3	1.057	0.252	0.356		1.413	0.244	0.350
codec-U	U-nested-u-msg	decode	drop	291.9	0.999	0.771	0.855	0.896	1.110	0.776	0.855
codec-U	U-nested-u-msg	decode	retain	291.9	0.999	0.843	1.061	1.090	1.258	0.849	1.062
codec-U	U-leaf-u-packed	encode	drop	242.8	1.063	0.231	0.335		1.448	0.235	0.327
codec-U	U-leaf-u-packed	encode	retain	242.8	1.063	0.257	0.360		1.403	0.256	0.361
codec-U	U-oneof-interleaved	decode-read	drop	213.7	0.994	0.607	0.678	0.750	1.117	0.611	0.677
codec-U	U-oneof-interleaved	decode-read	retain	213.7	0.994	1.131	1.762	1.862	1.558	1.144	1.795
codec-U	U-root-u-msg	encode	drop	560.9	1.074	0.189	0.273		1.445	0.187	0.274
codec-U	U-root-u-msg	encode	retain	560.9	1.074	0.219	0.289		1.321	0.222	0.296
codec-U	U-oneof-member-before-known	decode	drop	129.8	0.966	0.698	0.848	0.952	1.215	0.707	0.842
codec-U	U-oneof-member-before-known	decode	retain	129.8	0.966	0.836	1.215	1.362	1.454	0.841	1.230
codec-U	U-wire-ListResultsResponse-results-as-wt5	encode	drop						1.435		
codec-U	U-wire-ListResultsResponse-results-as-wt5	encode	retain						1.327		
codec-U	U-wire-UploadResultDataMessage-upload-as-wt0	decode-read	drop						1.027		
codec-U	U-wire-UploadResultDataMessage-upload-as-wt0	decode-read	retain						1.327		
codec-U	U-wire-ListTasksDetailedResponse-tasks-as-wt5	encode	drop						1.595		
codec-U	U-wire-ListTasksDetailedResponse-tasks-as-wt5	encode	retain						1.454		
codec-U	U-wire-ListResultsResponse-results-as-wt0	encode	drop						1.454		
codec-U	U-wire-ListResultsResponse-results-as-wt0	encode	retain						1.331		
codec-U	U-element-u-len	decode-read	drop	1935.5	0.946	0.806	0.983	0.971	1.219	0.816	1.020
codec-U	U-element-u-len	decode-read	retain	1935.5	0.946	0.825	1.127	1.093	1.365	0.845	1.101
codec-U	U-root-all	decode-read	drop	707.6	1.066	0.807	0.860	0.882	1.066	0.802	0.846
codec-U	U-root-all	decode-read	retain	707.6	1.066	1.065	1.243	1.259	1.166	1.049	1.207
codec-U	U-root-before	encode	drop	558.3	1.085	0.190	0.272		1.432	0.187	0.283
codec-U	U-root-before	encode	retain	558.3	1.085	0.219	0.288		1.314	0.215	0.289
codec-U	U-element-u-len	encode	drop	1250.3	1.004	0.213	0.352		1.653	0.207	0.351
codec-U	U-element-u-len	encode	retain	1250.3	1.004	0.244	0.371		1.523	0.241	0.371
codec-U	U-nested-u-packed	decode	drop	295.8	0.990	0.767	0.860	0.884	1.121	0.767	0.851
codec-U	U-nested-u-packed	decode	retain	295.8	0.990	0.830	1.049	1.090	1.264	0.833	1.056
codec-U	U-wire-ListProbeResponse-probes-as-wt5	encode	drop						1.703		
codec-U	U-wire-ListProbeResponse-probes-as-wt5	encode	retain						1.441		
codec-U	U-root-group	decode	drop	645.9	1.031	0.786	0.835	0.851	1.062	0.765	0.765
codec-U	U-root-group	decode	retain	645.9	1.031	0.903	1.005	1.042	1.113	0.865	0.977
codec-U	U-nested-u-msg	decode-read	drop	303.0	1.035	0.837	0.893	0.944	1.067	0.801	0.866
codec-U	U-nested-u-msg	decode-read	retain	303.0	1.035	0.892	1.088	1.123	1.220	0.863	1.062
codec-U	U-oneof-member-alone	decode	drop	116.6	0.986	0.745	0.893	0.974	1.199	0.747	0.896
codec-U	U-oneof-member-alone	decode	retain	116.6	0.986	0.904	1.324	1.442	1.464	0.907	1.312
codec-U	U-oneof-u-varint	decode-read	drop	140.4	0.970	0.693	0.806	0.910	1.164	0.697	0.805
codec-U	U-oneof-u-varint	decode-read	retain	140.4	0.970	0.833	1.183	1.314	1.420	0.827	1.170
codec-U	U-element-u-repeated	decode	drop	1956.3	1.005	0.803	1.020	1.002	1.270	0.813	1.019
codec-U	U-element-u-repeated	decode	retain	1956.3	1.005	0.879	1.113	1.117	1.266	0.869	1.104
codec-U	U-wire-ListResultsResponse-page-as-wt5	encode	drop						1.437		
codec-U	U-wire-ListResultsResponse-page-as-wt5	encode	retain						1.316		
codec-U	U-oneof-interleaved	encode	drop	116.5	0.970	0.291	0.388		1.333	0.310	0.411
codec-U	U-oneof-interleaved	encode	retain	116.5	0.970	0.325	0.418		1.284	0.342	0.441
codec-U	U-wire-UploadResultDataMessage-upload-as-wt5	decode	drop						1.003		
codec-U	U-wire-UploadResultDataMessage-upload-as-wt5	decode	retain						1.306		
codec-U	U-wire-ListResultsResponse-results-as-wt0	decode	drop						1.044		
codec-U	U-wire-ListResultsResponse-results-as-wt0	decode	retain						1.150		
codec-U	U-element-all	decode	drop	2123.4	0.985	0.795	0.942	0.923	1.184	0.797	0.941
codec-U	U-element-all	decode	retain	2123.4	0.985	0.943	1.139	1.140	1.208	0.940	1.138
codec-U	U-wire-ListTasksDetailedResponse-page-as-wt5	decode	drop						1.187		
codec-U	U-wire-ListTasksDetailedResponse-page-as-wt5	decode	retain						1.195		
codec-U	U-root-max-tag	encode	drop	566.2	1.072	0.189	0.271		1.437	0.192	0.276
codec-U	U-root-max-tag	encode	retain	566.2	1.072	0.217	0.288		1.330	0.221	0.293
codec-U	U-wire-ListMetricsResponse-batches-as-wt0	encode	drop						1.103		
codec-U	U-wire-ListMetricsResponse-batches-as-wt0	encode	retain						1.066		
